subj,is.analysis.group,roi,model,y,param,coef,beta
843151,TRUE,auditory_L,continu,z,dphono,0.00148040187981088,0.122484017283416
843151,TRUE,auditory_L,continu,z,incongruency,-0.0690283699680074,-0.28799204873115
843151,TRUE,auditory_L,continu,z,congruency,0.0572811671531666,0.104694517789029
849971,TRUE,auditory_L,continu,z,target,-0.145659241265096,-0.541931915011766
849971,TRUE,auditory_L,continu,z,cielab,4.35346771789078e-06,0.206359695305166
849971,TRUE,auditory_L,continu,z,tphono,0.00487034570403317,0.446931534820365
849971,TRUE,auditory_L,continu,z,distractor,-0.189601587212938,-0.705421436739314
849971,TRUE,auditory_L,continu,z,silhou,0.303362355099311,0.611751041488135
849971,TRUE,auditory_L,continu,z,dphono,0.000715686637167672,0.0656756104468913
849971,TRUE,auditory_L,continu,z,incongruency,-0.0634705127754388,-0.293701592782723
849971,TRUE,auditory_L,continu,z,congruency,0.0672172594083024,0.13626185576502
873968,TRUE,auditory_L,continu,z,target,-0.0850734943540158,-0.255794357654287
873968,TRUE,auditory_L,continu,z,cielab,-4.74678025124423e-06,-0.181835502399222
873968,TRUE,auditory_L,continu,z,tphono,0.0048908476770417,0.362706510668438
873968,TRUE,auditory_L,continu,z,distractor,0.142810198604603,0.429393941037996
873968,TRUE,auditory_L,continu,z,silhou,-0.395657617236407,-0.64479634318828
873968,TRUE,auditory_L,continu,z,dphono,0.00326020532397366,0.241777658026838
873968,TRUE,auditory_L,continu,z,incongruency,-0.0262011733026364,-0.0979817154857731
873968,TRUE,auditory_L,continu,z,congruency,0.129002422035766,0.211339836304339
877168,TRUE,auditory_L,continu,z,target,0.361808958642492,0.876263085495675
877168,TRUE,auditory_L,continu,z,cielab,-9.02870146469536e-06,-0.278588611432165
877168,TRUE,auditory_L,continu,z,tphono,-0.00926869933615074,-0.553666848206003
877168,TRUE,auditory_L,continu,z,distractor,0.0706710191251836,0.171157744424279
877168,TRUE,auditory_L,continu,z,silhou,0.247047356702974,0.324296123661527
877168,TRUE,auditory_L,continu,z,dphono,-0.00678138627525815,-0.405086909103357
877168,TRUE,auditory_L,continu,z,incongruency,0.0265627633684074,0.0800121727807913
877168,TRUE,auditory_L,continu,z,congruency,-0.0400067678758493,-0.0527928952706945
DMCC1328342,FALSE,auditory_L,continu,z,target,-0.0765357218967915,-0.255872256472309
DMCC1328342,FALSE,auditory_L,continu,z,cielab,3.70222418268952e-06,0.157690160255496
DMCC1328342,FALSE,auditory_L,continu,z,tphono,0.00226974841434927,0.18715923563172
DMCC1328342,FALSE,auditory_L,continu,z,distractor,0.308109307548101,1.03006311051415
DMCC1328342,FALSE,auditory_L,continu,z,silhou,-0.589399688339715,-1.06800986384476
DMCC1328342,FALSE,auditory_L,continu,z,dphono,0.000592446384598818,0.0488520277372142
DMCC1328342,FALSE,auditory_L,continu,z,incongruency,0.0978483763531201,0.406855555072813
DMCC1328342,FALSE,auditory_L,continu,z,congruency,-0.111981879861259,-0.203982816243711
DMCC1596165,FALSE,auditory_L,continu,z,target,-0.053925839448521,-0.172939393736959
DMCC1596165,FALSE,auditory_L,continu,z,cielab,-5.18114001889136e-06,-0.211692373371964
DMCC1596165,FALSE,auditory_L,continu,z,tphono,0.00415039341979179,0.328292384913184
DMCC1596165,FALSE,auditory_L,continu,z,distractor,-0.333718643994587,-1.07023090528314
DMCC1596165,FALSE,auditory_L,continu,z,silhou,0.704148599379564,1.22396129158353
DMCC1596165,FALSE,auditory_L,continu,z,dphono,-0.00181639626433154,-0.143675310085354
DMCC1596165,FALSE,auditory_L,continu,z,incongruency,-0.010929693009859,-0.0435945894309326
DMCC1596165,FALSE,auditory_L,continu,z,congruency,-0.0123350399684656,-0.021553826981029
DMCC1971064,TRUE,auditory_L,continu,z,target,-0.109880846873504,-0.291026145620096
DMCC1971064,TRUE,auditory_L,continu,z,cielab,-1.00058340722846e-05,-0.337633997931268
DMCC1971064,TRUE,auditory_L,continu,z,tphono,0.00925102353773673,0.6043302321812
DMCC1971064,TRUE,auditory_L,continu,z,distractor,-0.565901226274007,-1.49882402047562
DMCC1971064,TRUE,auditory_L,continu,z,silhou,1.3325721015292,1.91296521048344
DMCC1971064,TRUE,auditory_L,continu,z,dphono,-0.00674190569735192,-0.440420178243458
DMCC1971064,TRUE,auditory_L,continu,z,incongruency,0.000651953083196557,0.00214760280919386
DMCC1971064,TRUE,auditory_L,continu,z,congruency,0.0393391578723373,0.0567703905350759
DMCC2442951,TRUE,auditory_L,continu,z,target,-0.151893005926527,-0.355345587751324
DMCC2442951,TRUE,auditory_L,continu,z,cielab,6.79190336101186e-06,0.202435890977765
DMCC2442951,TRUE,auditory_L,continu,z,tphono,0.00352602483726684,0.203457190404569
DMCC2442951,TRUE,auditory_L,continu,z,distractor,-0.0339980348456978,-0.0795365895943406
DMCC2442951,TRUE,auditory_L,continu,z,silhou,0.20843376053324,0.264294156007581
DMCC2442951,TRUE,auditory_L,continu,z,dphono,-0.00324856604989171,-0.187447381076014
DMCC2442951,TRUE,auditory_L,continu,z,incongruency,-0.00692453820543455,-0.0201479830389744
DMCC2442951,TRUE,auditory_L,continu,z,congruency,0.0146803690802658,0.0187127208218109
DMCC2803654,FALSE,auditory_L,continu,z,target,-0.133393864896097,-0.32506626395703
DMCC2803654,FALSE,auditory_L,continu,z,cielab,3.70464193470326e-06,0.115017824145702
DMCC2803654,FALSE,auditory_L,continu,z,tphono,0.00520110050704726,0.312612122841052
DMCC2803654,FALSE,auditory_L,continu,z,distractor,0.456332101405032,1.11203143744987
DMCC2803654,FALSE,auditory_L,continu,z,silhou,-0.506161285767487,-0.668546030321536
