subj,is.analysis.group,roi.hemi,roi,hemi,param,taua
DMCC5195268,FALSE,DorsalAttn_r,DorsalAttn,r,incongruency,0.118207282913165
DMCC5775387,FALSE,DorsalAttn_r,DorsalAttn,r,incongruency,0.0215686274509804
DMCC6371570,FALSE,DorsalAttn_r,DorsalAttn,r,incongruency,0.136134453781513
DMCC6418065,TRUE,DorsalAttn_r,DorsalAttn,r,incongruency,0.0131652661064426
DMCC6484785,TRUE,DorsalAttn_r,DorsalAttn,r,incongruency,-0.0644257703081232
DMCC6661074,TRUE,DorsalAttn_r,DorsalAttn,r,incongruency,-0.000560224089635854
DMCC6671683,TRUE,DorsalAttn_r,DorsalAttn,r,incongruency,0.0915966386554622
DMCC6705371,FALSE,DorsalAttn_r,DorsalAttn,r,incongruency,0.18655462184874
DMCC6721369,TRUE,DorsalAttn_r,DorsalAttn,r,incongruency,-0.115406162464986
DMCC6904377,FALSE,DorsalAttn_r,DorsalAttn,r,incongruency,0.0453781512605042
DMCC7297690,TRUE,DorsalAttn_r,DorsalAttn,r,incongruency,0.175910364145658
DMCC7921988,TRUE,DorsalAttn_r,DorsalAttn,r,incongruency,0.0165266106442577
DMCC8033964,TRUE,DorsalAttn_r,DorsalAttn,r,incongruency,0.148179271708683
DMCC8050964,TRUE,DorsalAttn_r,DorsalAttn,r,incongruency,-0.0801120448179272
DMCC8078683,FALSE,DorsalAttn_r,DorsalAttn,r,incongruency,-0.129411764705882
DMCC9441378,TRUE,DorsalAttn_r,DorsalAttn,r,incongruency,0.228011204481793
DMCC9478705,TRUE,DorsalAttn_r,DorsalAttn,r,incongruency,0.0747899159663866
DMCC9953810,TRUE,DorsalAttn_r,DorsalAttn,r,incongruency,0.126610644257703
107321,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.107282913165266
115825,FALSE,FrontoParietal_r,FrontoParietal,r,incongruency,0.223529411764706
123117,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.0333333333333333
130114,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0182072829131653
130518,FALSE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.080672268907563
132017,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.0338935574229692
138837,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0159663865546218
141422,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.0560224089635854
150423,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.0120448179271709
158136,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.112885154061625
160830,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.019327731092437
161832,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.00140056022408964
165032,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0271708683473389
171330,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0549019607843137
178243,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0829131652661064
178647,FALSE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0929971988795518
178950,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0198879551820728
182436,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.0644257703081232
197449,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0372549019607843
203418,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0759103641456583
204319,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.108403361344538
233326,FALSE,FrontoParietal_r,FrontoParietal,r,incongruency,0.0495798319327731
300618,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.0280112044817927
317332,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.065266106442577
346945,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.123249299719888
352738,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.0246498599439776
393550,FALSE,FrontoParietal_r,FrontoParietal,r,incongruency,0.00364145658263305
448347,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.100560224089636
580650,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.189635854341737
594156,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0456582633053221
601127,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0871148459383753
765864,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0644257703081232
814649,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0302521008403361
843151,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.142296918767507
849971,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.0131652661064426
873968,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.101960784313725
877168,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0638655462184874
DMCC1328342,FALSE,FrontoParietal_r,FrontoParietal,r,incongruency,0.115406162464986
DMCC1596165,FALSE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0627450980392157
DMCC1971064,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.0210084033613445
DMCC2442951,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.0644257703081232
DMCC2803654,FALSE,FrontoParietal_r,FrontoParietal,r,incongruency,0.0717086834733894
DMCC2834766,FALSE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0599439775910364
DMCC3062542,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0582633053221289
DMCC4191255,FALSE,FrontoParietal_r,FrontoParietal,r,incongruency,0.0817927170868347
DMCC4260551,FALSE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.00336134453781513
DMCC4854075,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.0165266106442577
DMCC5009144,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0876750700280112
DMCC5195268,FALSE,FrontoParietal_r,FrontoParietal,r,incongruency,0.0179271708683473
DMCC5775387,FALSE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0907563025210084
DMCC6371570,FALSE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0753501400560224
DMCC6418065,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0943977591036415
DMCC6484785,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0823529411764706
DMCC6661074,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.0680672268907563
DMCC6671683,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.0092436974789916
DMCC6705371,FALSE,FrontoParietal_r,FrontoParietal,r,incongruency,0.0551820728291317
DMCC6721369,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.053781512605042
DMCC6904377,FALSE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0456582633053221
DMCC7297690,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.138935574229692
DMCC7921988,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0148459383753501
DMCC8033964,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.0299719887955182
DMCC8050964,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.0778711484593838
DMCC8078683,FALSE,FrontoParietal_r,FrontoParietal,r,incongruency,-0.25266106442577
DMCC9441378,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.0694677871148459
DMCC9478705,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.197478991596639
DMCC9953810,TRUE,FrontoParietal_r,FrontoParietal,r,incongruency,0.138375350140056
107321,TRUE,None_r,None,r,incongruency,-0.0694677871148459
115825,FALSE,None_r,None,r,incongruency,0.061624649859944
123117,TRUE,None_r,None,r,incongruency,-0.0694677871148459
130114,TRUE,None_r,None,r,incongruency,-0.050140056022409
130518,FALSE,None_r,None,r,incongruency,0.0456582633053221
132017,TRUE,None_r,None,r,incongruency,-0.0792717086834734
138837,TRUE,None_r,None,r,incongruency,0.0739495798319328
141422,TRUE,None_r,None,r,incongruency,-0.02296918767507
150423,TRUE,None_r,None,r,incongruency,0.00672268907563025
158136,TRUE,None_r,None,r,incongruency,-0.0778711484593838
160830,TRUE,None_r,None,r,incongruency,0.0677871148459384
161832,TRUE,None_r,None,r,incongruency,0.0162464985994398
165032,TRUE,None_r,None,r,incongruency,-0.0210084033613445
171330,TRUE,None_r,None,r,incongruency,0.0156862745098039
178243,TRUE,None_r,None,r,incongruency,-0.16078431372549
178647,FALSE,None_r,None,r,incongruency,-0.0201680672268908
178950,TRUE,None_r,None,r,incongruency,-0.129131652661064
182436,TRUE,None_r,None,r,incongruency,0.0173669467787115
197449,TRUE,None_r,None,r,incongruency,0.0571428571428571
203418,TRUE,None_r,None,r,incongruency,-0.00364145658263305
204319,TRUE,None_r,None,r,incongruency,-0.0955182072829132
233326,FALSE,None_r,None,r,incongruency,0.0767507002801121
300618,TRUE,None_r,None,r,incongruency,0.112885154061625
317332,TRUE,None_r,None,r,incongruency,0.0369747899159664
346945,TRUE,None_r,None,r,incongruency,0.119327731092437
352738,TRUE,None_r,None,r,incongruency,-0.038375350140056
393550,FALSE,None_r,None,r,incongruency,0.00896358543417367
448347,TRUE,None_r,None,r,incongruency,-0.0322128851540616
580650,TRUE,None_r,None,r,incongruency,-0.0949579831932773
594156,TRUE,None_r,None,r,incongruency,0.143137254901961
601127,TRUE,None_r,None,r,incongruency,-0.0938375350140056
765864,TRUE,None_r,None,r,incongruency,0.096358543417367
814649,TRUE,None_r,None,r,incongruency,0.0781512605042017
843151,TRUE,None_r,None,r,incongruency,-0.120448179271709
849971,TRUE,None_r,None,r,incongruency,-0.162745098039216
873968,TRUE,None_r,None,r,incongruency,0.123809523809524
877168,TRUE,None_r,None,r,incongruency,0.0030812324929972
DMCC1328342,FALSE,None_r,None,r,incongruency,0.023249299719888
DMCC1596165,FALSE,None_r,None,r,incongruency,-0.0319327731092437
DMCC1971064,TRUE,None_r,None,r,incongruency,0.135014005602241
DMCC2442951,TRUE,None_r,None,r,incongruency,-0.0745098039215686
DMCC2803654,FALSE,None_r,None,r,incongruency,0.129971988795518
DMCC2834766,FALSE,None_r,None,r,incongruency,-0.0392156862745098
DMCC3062542,TRUE,None_r,None,r,incongruency,-0.0974789915966387
DMCC4191255,FALSE,None_r,None,r,incongruency,0.142577030812325
DMCC4260551,FALSE,None_r,None,r,incongruency,0.189915966386555
DMCC4854075,TRUE,None_r,None,r,incongruency,-0.154341736694678
DMCC5009144,TRUE,None_r,None,r,incongruency,-0.00868347338935574
DMCC5195268,FALSE,None_r,None,r,incongruency,-0.169467787114846
DMCC5775387,FALSE,None_r,None,r,incongruency,0.0414565826330532
DMCC6371570,FALSE,None_r,None,r,incongruency,-0.00532212885154062
DMCC6418065,TRUE,None_r,None,r,incongruency,0.0394957983193277
DMCC6484785,TRUE,None_r,None,r,incongruency,-0.0467787114845938
DMCC6661074,TRUE,None_r,None,r,incongruency,0.0941176470588235
DMCC6671683,TRUE,None_r,None,r,incongruency,0.0974789915966387
DMCC6705371,FALSE,None_r,None,r,incongruency,0.046218487394958
DMCC6721369,TRUE,None_r,None,r,incongruency,0.0966386554621849
DMCC6904377,FALSE,None_r,None,r,incongruency,0.0481792717086835
DMCC7297690,TRUE,None_r,None,r,incongruency,-0.0431372549019608
DMCC7921988,TRUE,None_r,None,r,incongruency,-0.142016806722689
DMCC8033964,TRUE,None_r,None,r,incongruency,0.00784313725490196
DMCC8050964,TRUE,None_r,None,r,incongruency,-0.133053221288515
DMCC8078683,FALSE,None_r,None,r,incongruency,-0.0173669467787115
DMCC9441378,TRUE,None_r,None,r,incongruency,0.10672268907563
DMCC9478705,TRUE,None_r,None,r,incongruency,0.290756302521008
DMCC9953810,TRUE,None_r,None,r,incongruency,0.0977591036414566
107321,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.130252100840336
115825,FALSE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.204201680672269
123117,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.128291316526611
130114,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.0997198879551821
130518,FALSE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.065266106442577
132017,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.188515406162465
138837,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.136694677871148
141422,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.140336134453782
150423,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.112885154061625
158136,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.0176470588235294
160830,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.0361344537815126
161832,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.073109243697479
165032,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.049859943977591
171330,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.0369747899159664
178243,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.0820728291316527
178647,FALSE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.0873949579831933
178950,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.201960784313725
182436,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.0725490196078432
197449,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.0366946778711485
203418,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.140896358543417
204319,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.0324929971988796
233326,FALSE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.135294117647059
300618,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.157142857142857
317332,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.00280112044817927
346945,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.0700280112044818
352738,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.175350140056022
393550,FALSE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.0212885154061625
448347,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.026890756302521
580650,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.000280112044817927
594156,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.333613445378151
601127,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.0686274509803922
765864,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.155742296918768
814649,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.142577030812325
843151,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.0588235294117647
849971,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.0288515406162465
873968,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.119607843137255
877168,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.103081232492997
DMCC1328342,FALSE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.0764705882352941
DMCC1596165,FALSE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.0215686274509804
DMCC1971064,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.0434173669467787
DMCC2442951,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.0949579831932773
DMCC2803654,FALSE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.122128851540616
DMCC2834766,FALSE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.195518207282913
DMCC3062542,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.0030812324929972
DMCC4191255,FALSE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.00868347338935574
DMCC4260551,FALSE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.130252100840336
DMCC4854075,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.038655462184874
DMCC5009144,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.0100840336134454
DMCC5195268,FALSE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.0876750700280112
DMCC5775387,FALSE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.0218487394957983
DMCC6371570,FALSE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.00700280112044818
DMCC6418065,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.131652661064426
DMCC6484785,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.107843137254902
DMCC6661074,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.124649859943978
DMCC6671683,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.0490196078431373
DMCC6705371,FALSE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.0142857142857143
DMCC6721369,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.0316526610644258
DMCC6904377,FALSE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.0235294117647059
DMCC7297690,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.0507002801120448
DMCC7921988,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.0694677871148459
DMCC8033964,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.0843137254901961
DMCC8050964,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.109243697478992
DMCC8078683,FALSE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.0204481792717087
DMCC9441378,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,-0.00364145658263305
DMCC9478705,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.0607843137254902
DMCC9953810,TRUE,RetrosplenialTemporal_r,RetrosplenialTemporal,r,incongruency,0.222128851540616
107321,TRUE,Salience_r,Salience,r,incongruency,0.174509803921569
115825,FALSE,Salience_r,Salience,r,incongruency,0.0571428571428571
123117,TRUE,Salience_r,Salience,r,incongruency,-0.0327731092436975
130114,TRUE,Salience_r,Salience,r,incongruency,0.0361344537815126
130518,FALSE,Salience_r,Salience,r,incongruency,-0.176470588235294
132017,TRUE,Salience_r,Salience,r,incongruency,-0.0876750700280112
138837,TRUE,Salience_r,Salience,r,incongruency,0.126890756302521
141422,TRUE,Salience_r,Salience,r,incongruency,0.0588235294117647
150423,TRUE,Salience_r,Salience,r,incongruency,0.123809523809524
158136,TRUE,Salience_r,Salience,r,incongruency,0.103641456582633
160830,TRUE,Salience_r,Salience,r,incongruency,0.144817927170868
161832,TRUE,Salience_r,Salience,r,incongruency,-0.115406162464986
165032,TRUE,Salience_r,Salience,r,incongruency,-0.00140056022408964
171330,TRUE,Salience_r,Salience,r,incongruency,0.0607843137254902
178243,TRUE,Salience_r,Salience,r,incongruency,-0.0187675070028011
178647,FALSE,Salience_r,Salience,r,incongruency,0.0619047619047619
178950,TRUE,Salience_r,Salience,r,incongruency,0.113445378151261
182436,TRUE,Salience_r,Salience,r,incongruency,0.0218487394957983
197449,TRUE,Salience_r,Salience,r,incongruency,-0.0226890756302521
203418,TRUE,Salience_r,Salience,r,incongruency,-0.011484593837535
204319,TRUE,Salience_r,Salience,r,incongruency,-0.10140056022409
233326,FALSE,Salience_r,Salience,r,incongruency,0.159943977591036
300618,TRUE,Salience_r,Salience,r,incongruency,0.011484593837535
317332,TRUE,Salience_r,Salience,r,incongruency,0.23781512605042
346945,TRUE,Salience_r,Salience,r,incongruency,0.0719887955182073
352738,TRUE,Salience_r,Salience,r,incongruency,0.138655462184874
393550,FALSE,Salience_r,Salience,r,incongruency,0.0165266106442577
448347,TRUE,Salience_r,Salience,r,incongruency,-0.0128851540616246
580650,TRUE,Salience_r,Salience,r,incongruency,-0.0274509803921569
594156,TRUE,Salience_r,Salience,r,incongruency,0.0767507002801121
601127,TRUE,Salience_r,Salience,r,incongruency,0.0470588235294118
765864,TRUE,Salience_r,Salience,r,incongruency,0.136414565826331
814649,TRUE,Salience_r,Salience,r,incongruency,-0.0957983193277311
843151,TRUE,Salience_r,Salience,r,incongruency,-0.0756302521008403
849971,TRUE,Salience_r,Salience,r,incongruency,-0.0187675070028011
873968,TRUE,Salience_r,Salience,r,incongruency,0.0526610644257703
877168,TRUE,Salience_r,Salience,r,incongruency,-0.0599439775910364
DMCC1328342,FALSE,Salience_r,Salience,r,incongruency,0.223249299719888
DMCC1596165,FALSE,Salience_r,Salience,r,incongruency,-0.0904761904761905
DMCC1971064,TRUE,Salience_r,Salience,r,incongruency,0.0103641456582633
DMCC2442951,TRUE,Salience_r,Salience,r,incongruency,0.0190476190476191
DMCC2803654,FALSE,Salience_r,Salience,r,incongruency,-0.0112044817927171
DMCC2834766,FALSE,Salience_r,Salience,r,incongruency,-0.0801120448179272
DMCC3062542,TRUE,Salience_r,Salience,r,incongruency,-0.104761904761905
DMCC4191255,FALSE,Salience_r,Salience,r,incongruency,0.228291316526611
DMCC4260551,FALSE,Salience_r,Salience,r,incongruency,-0.02296918767507
DMCC4854075,TRUE,Salience_r,Salience,r,incongruency,0.061624649859944
DMCC5009144,TRUE,Salience_r,Salience,r,incongruency,-0.0714285714285714
DMCC5195268,FALSE,Salience_r,Salience,r,incongruency,-0.0201680672268908
DMCC5775387,FALSE,Salience_r,Salience,r,incongruency,-0.0240896358543417
DMCC6371570,FALSE,Salience_r,Salience,r,incongruency,0.00896358543417367
DMCC6418065,TRUE,Salience_r,Salience,r,incongruency,-0.140336134453782
DMCC6484785,TRUE,Salience_r,Salience,r,incongruency,-0.275070028011205
DMCC6661074,TRUE,Salience_r,Salience,r,incongruency,0.229971988795518
DMCC6671683,TRUE,Salience_r,Salience,r,incongruency,0.126890756302521
DMCC6705371,FALSE,Salience_r,Salience,r,incongruency,0.19859943977591
DMCC6721369,TRUE,Salience_r,Salience,r,incongruency,-0.00168067226890756
DMCC6904377,FALSE,Salience_r,Salience,r,incongruency,0.154621848739496
DMCC7297690,TRUE,Salience_r,Salience,r,incongruency,0.0235294117647059
DMCC7921988,TRUE,Salience_r,Salience,r,incongruency,-0.0394957983193277
DMCC8033964,TRUE,Salience_r,Salience,r,incongruency,0.0862745098039216
DMCC8050964,TRUE,Salience_r,Salience,r,incongruency,-0.127170868347339
DMCC8078683,FALSE,Salience_r,Salience,r,incongruency,-0.0887955182072829
DMCC9441378,TRUE,Salience_r,Salience,r,incongruency,-0.0711484593837535
DMCC9478705,TRUE,Salience_r,Salience,r,incongruency,0.00560224089635854
DMCC9953810,TRUE,Salience_r,Salience,r,incongruency,0.0061624649859944
107321,TRUE,SMhand_r,SMhand,r,incongruency,-0.100280112044818
115825,FALSE,SMhand_r,SMhand,r,incongruency,0.144257703081232
123117,TRUE,SMhand_r,SMhand,r,incongruency,-0.164425770308123
130114,TRUE,SMhand_r,SMhand,r,incongruency,0.0697478991596639
130518,FALSE,SMhand_r,SMhand,r,incongruency,0.0305322128851541
132017,TRUE,SMhand_r,SMhand,r,incongruency,0.131372549019608
138837,TRUE,SMhand_r,SMhand,r,incongruency,0.0207282913165266
141422,TRUE,SMhand_r,SMhand,r,incongruency,0.0602240896358543
150423,TRUE,SMhand_r,SMhand,r,incongruency,-0.0551820728291317
158136,TRUE,SMhand_r,SMhand,r,incongruency,0.07703081232493
160830,TRUE,SMhand_r,SMhand,r,incongruency,-0.115406162464986
161832,TRUE,SMhand_r,SMhand,r,incongruency,-0.00336134453781513
165032,TRUE,SMhand_r,SMhand,r,incongruency,0.0476190476190476
171330,TRUE,SMhand_r,SMhand,r,incongruency,0.127450980392157
178243,TRUE,SMhand_r,SMhand,r,incongruency,0.0554621848739496
178647,FALSE,SMhand_r,SMhand,r,incongruency,-0.0697478991596639
178950,TRUE,SMhand_r,SMhand,r,incongruency,0.183473389355742
182436,TRUE,SMhand_r,SMhand,r,incongruency,0.156862745098039
197449,TRUE,SMhand_r,SMhand,r,incongruency,-0.0476190476190476
203418,TRUE,SMhand_r,SMhand,r,incongruency,-0.192717086834734
204319,TRUE,SMhand_r,SMhand,r,incongruency,0.0128851540616246
233326,FALSE,SMhand_r,SMhand,r,incongruency,-0.0966386554621849
300618,TRUE,SMhand_r,SMhand,r,incongruency,0.0378151260504202
317332,TRUE,SMhand_r,SMhand,r,incongruency,0.0733893557422969
346945,TRUE,SMhand_r,SMhand,r,incongruency,0.0686274509803922
352738,TRUE,SMhand_r,SMhand,r,incongruency,-0.0380952380952381
393550,FALSE,SMhand_r,SMhand,r,incongruency,-0.0969187675070028
448347,TRUE,SMhand_r,SMhand,r,incongruency,-0.0316526610644258
580650,TRUE,SMhand_r,SMhand,r,incongruency,0.0151260504201681
594156,TRUE,SMhand_r,SMhand,r,incongruency,0.136414565826331
601127,TRUE,SMhand_r,SMhand,r,incongruency,-0.0873949579831933
765864,TRUE,SMhand_r,SMhand,r,incongruency,-0.0310924369747899
814649,TRUE,SMhand_r,SMhand,r,incongruency,0.257703081232493
843151,TRUE,SMhand_r,SMhand,r,incongruency,-0.168067226890756
849971,TRUE,SMhand_r,SMhand,r,incongruency,-0.219887955182073
873968,TRUE,SMhand_r,SMhand,r,incongruency,0.0647058823529412
877168,TRUE,SMhand_r,SMhand,r,incongruency,-0.0495798319327731
DMCC1328342,FALSE,SMhand_r,SMhand,r,incongruency,0.167226890756303
DMCC1596165,FALSE,SMhand_r,SMhand,r,incongruency,-0.143697478991597
DMCC1971064,TRUE,SMhand_r,SMhand,r,incongruency,-0.118207282913165
DMCC2442951,TRUE,SMhand_r,SMhand,r,incongruency,0.0201680672268908
DMCC2803654,FALSE,SMhand_r,SMhand,r,incongruency,0.0694677871148459
DMCC2834766,FALSE,SMhand_r,SMhand,r,incongruency,0.112885154061625
DMCC3062542,TRUE,SMhand_r,SMhand,r,incongruency,-0.0375350140056022
DMCC4191255,FALSE,SMhand_r,SMhand,r,incongruency,0.00392156862745098
DMCC4260551,FALSE,SMhand_r,SMhand,r,incongruency,-0.0669467787114846
DMCC4854075,TRUE,SMhand_r,SMhand,r,incongruency,0.0140056022408964
DMCC5009144,TRUE,SMhand_r,SMhand,r,incongruency,-0.101120448179272
DMCC5195268,FALSE,SMhand_r,SMhand,r,incongruency,0.167226890756303
DMCC5775387,FALSE,SMhand_r,SMhand,r,incongruency,-0.0801120448179272
DMCC6371570,FALSE,SMhand_r,SMhand,r,incongruency,0.0803921568627451
DMCC6418065,TRUE,SMhand_r,SMhand,r,incongruency,0.0302521008403361
DMCC6484785,TRUE,SMhand_r,SMhand,r,incongruency,-0.0927170868347339
DMCC6661074,TRUE,SMhand_r,SMhand,r,incongruency,0.0445378151260504
DMCC6671683,TRUE,SMhand_r,SMhand,r,incongruency,0.0518207282913165
DMCC6705371,FALSE,SMhand_r,SMhand,r,incongruency,0.0509803921568627
DMCC6721369,TRUE,SMhand_r,SMhand,r,incongruency,-0.233053221288515
DMCC6904377,FALSE,SMhand_r,SMhand,r,incongruency,-0.0403361344537815
