subj,is.analysis.group,roi,model,y,param,coef,beta,partr
141422,TRUE,anatfunc_ifj_L,tdic,r,incongruency,0.0136211492022987,0.137355175578806,0.132058193744227
141422,TRUE,anatfunc_ifj_L,tdic,r,congruency,0.0169741368033574,0.0749856532979127,0.0715017947768793
150423,TRUE,anatfunc_ifj_L,tdic,r,target,0.00204229366856099,0.00701057988735141,0.007077345514671
150423,TRUE,anatfunc_ifj_L,tdic,r,distractor,-0.00995505854070539,-0.0341727217085543,-0.0344785196692819
150423,TRUE,anatfunc_ifj_L,tdic,r,incongruency,0.0787769201410937,0.336327484873471,0.323487913564248
150423,TRUE,anatfunc_ifj_L,tdic,r,congruency,0.0164681011085416,0.0308010902907969,0.0308438422407875
158136,TRUE,anatfunc_ifj_L,tdic,r,target,-0.003426218079884,-0.0199308124207303,-0.019654191653318
158136,TRUE,anatfunc_ifj_L,tdic,r,distractor,-0.0127386676978373,-0.0741026958751576,-0.0728939018316574
158136,TRUE,anatfunc_ifj_L,tdic,r,incongruency,0.0304426486241329,0.220252093252374,0.213676528811144
158136,TRUE,anatfunc_ifj_L,tdic,r,congruency,-0.02464490948766,-0.0781131299804241,-0.0762349573866015
160830,TRUE,anatfunc_ifj_L,tdic,r,target,-0.0190432630152702,-0.0642820163458438,-0.0620907292487539
160830,TRUE,anatfunc_ifj_L,tdic,r,distractor,-0.000914059994990697,-0.00308548064961115,-0.00298604904973752
160830,TRUE,anatfunc_ifj_L,tdic,r,incongruency,0.0293701936325982,0.12330552745196,0.119293499850871
160830,TRUE,anatfunc_ifj_L,tdic,r,congruency,-0.0500334306823899,-0.0920227528970124,-0.0880366388676109
161832,TRUE,anatfunc_ifj_L,tdic,r,target,0.000696900054665431,0.00229897230985628,0.00219840795762863
161832,TRUE,anatfunc_ifj_L,tdic,r,distractor,-0.0190042981309768,-0.0626924260930627,-0.0598427632781414
161832,TRUE,anatfunc_ifj_L,tdic,r,incongruency,-0.0170793917047161,-0.0700750233322057,-0.0673167585099675
161832,TRUE,anatfunc_ifj_L,tdic,r,congruency,-0.0357140493752723,-0.0641932183906252,-0.0608053974165793
165032,TRUE,anatfunc_ifj_L,tdic,r,target,0.00322347876677282,0.00654575087040205,0.00638094208365802
165032,TRUE,anatfunc_ifj_L,tdic,r,distractor,0.0844689368415445,0.171526681841936,0.164921708370574
165032,TRUE,anatfunc_ifj_L,tdic,r,incongruency,0.0436446889501701,0.11022844258044,0.107565089996857
165032,TRUE,anatfunc_ifj_L,tdic,r,congruency,-0.0471367641642162,-0.0521532332349457,-0.0503900822738696
171330,TRUE,anatfunc_ifj_L,tdic,r,target,-0.0202031890881374,-0.113173157133202,-0.108410437876994
171330,TRUE,anatfunc_ifj_L,tdic,r,distractor,-0.012547955757704,-0.0702904755517487,-0.0675767743082655
171330,TRUE,anatfunc_ifj_L,tdic,r,incongruency,-0.00787822562101482,-0.0548882680610027,-0.0531777631185775
171330,TRUE,anatfunc_ifj_L,tdic,r,congruency,-0.0440870884912503,-0.134561783677596,-0.127623999832739
178243,TRUE,anatfunc_ifj_L,tdic,r,target,-0.00141752136829578,-0.00474091568636048,-0.00464707618627187
178243,TRUE,anatfunc_ifj_L,tdic,r,distractor,-0.01418978500603,-0.0474578908126422,-0.0464687809691785
178243,TRUE,anatfunc_ifj_L,tdic,r,incongruency,-0.0492581648331209,-0.204898347307482,-0.198211108662413
178243,TRUE,anatfunc_ifj_L,tdic,r,congruency,0.0409149097053116,0.0745591636877359,0.0723378745511161
178647,FALSE,anatfunc_ifj_L,tdic,r,target,-0.0514287313033122,-0.0947071029018742,-0.0903787097628687
178647,FALSE,anatfunc_ifj_L,tdic,r,distractor,-0.0142391406836818,-0.0262216805234871,-0.0251181743660648
178647,FALSE,anatfunc_ifj_L,tdic,r,incongruency,0.0280536779464657,0.0642531107152028,0.0618723306194845
178647,FALSE,anatfunc_ifj_L,tdic,r,congruency,0.0154351145261183,0.0154872179648123,0.014725587970345
178950,TRUE,anatfunc_ifj_L,tdic,r,target,0.00366325319131247,0.0187617140875045,0.0180539529540439
178950,TRUE,anatfunc_ifj_L,tdic,r,distractor,0.00119506349373165,0.0061206360616788,0.00589060096816971
178950,TRUE,anatfunc_ifj_L,tdic,r,incongruency,-0.00261220093954854,-0.0166394807036803,-0.016122207203462
178950,TRUE,anatfunc_ifj_L,tdic,r,congruency,0.0520083280000914,0.145132702490308,0.137304490519669
182436,TRUE,anatfunc_ifj_L,tdic,r,target,-0.0405327640846996,-0.184513828466292,-0.176411489976544
182436,TRUE,anatfunc_ifj_L,tdic,r,distractor,-0.020078922739309,-0.0914035593123357,-0.0884344297448237
182436,TRUE,anatfunc_ifj_L,tdic,r,incongruency,-0.0192521807512082,-0.109000939165397,-0.106001079705855
182436,TRUE,anatfunc_ifj_L,tdic,r,congruency,-0.0138965914086009,-0.0344681362555179,-0.0332065025930401
197449,TRUE,anatfunc_ifj_L,tdic,r,target,0.00641325230651089,0.024598711351923,0.0239249554964812
197449,TRUE,anatfunc_ifj_L,tdic,r,distractor,-0.00188471322398992,-0.0072290180336445,-0.00703285528752278
197449,TRUE,anatfunc_ifj_L,tdic,r,incongruency,0.0446970060650212,0.213225958080891,0.204456675297578
197449,TRUE,anatfunc_ifj_L,tdic,r,congruency,0.0354002070681408,0.0739820985562489,0.0712469726134248
203418,TRUE,anatfunc_ifj_L,tdic,r,target,0.0190321937911413,0.0417740051383128,0.041344537565927
203418,TRUE,anatfunc_ifj_L,tdic,r,distractor,-0.0216948596897288,-0.047618324513675,-0.0471167185699555
203418,TRUE,anatfunc_ifj_L,tdic,r,incongruency,0.0986304212920309,0.269250031730912,0.259351877218681
203418,TRUE,anatfunc_ifj_L,tdic,r,congruency,0.107945763517963,0.129095076928571,0.125894201777727
204319,TRUE,anatfunc_ifj_L,tdic,r,target,-0.00464974718867666,-0.0279802857328873,-0.0282784803588917
204319,TRUE,anatfunc_ifj_L,tdic,r,distractor,0.0177514215222146,0.106820828359456,0.107378001980031
204319,TRUE,anatfunc_ifj_L,tdic,r,incongruency,0.0346394751065417,0.259251762432734,0.255181093045199
204319,TRUE,anatfunc_ifj_L,tdic,r,congruency,-0.0386900807395673,-0.126855486194922,-0.126263798512539
233326,FALSE,anatfunc_ifj_L,tdic,r,target,0.00458753628171667,0.02532154285605,0.0241505940442128
233326,FALSE,anatfunc_ifj_L,tdic,r,distractor,0.00643527294392212,0.0355203816674618,0.0338682488620664
233326,FALSE,anatfunc_ifj_L,tdic,r,incongruency,0.00580480258159007,0.039849760578559,0.0382509923242324
233326,FALSE,anatfunc_ifj_L,tdic,r,congruency,0.0216730233565562,0.0651803914665056,0.0615938931756895
300618,TRUE,anatfunc_ifj_L,tdic,r,target,0.0070469586060986,0.0168079075400254,0.0160650438565541
300618,TRUE,anatfunc_ifj_L,tdic,r,distractor,0.00525001351826114,0.0125219611368866,0.0119692118902234
300618,TRUE,anatfunc_ifj_L,tdic,r,incongruency,0.0174457975511133,0.0517523849586076,0.0497493230805117
300618,TRUE,anatfunc_ifj_L,tdic,r,congruency,0.0731031402262709,0.0950024436510779,0.0897602803497085
317332,TRUE,anatfunc_ifj_L,tdic,r,target,-0.00906319590784662,-0.0671781366970117,-0.0645231382004863
317332,TRUE,anatfunc_ifj_L,tdic,r,distractor,0.00549541174549828,0.0407330400003633,0.0391747983669885
317332,TRUE,anatfunc_ifj_L,tdic,r,incongruency,0.00957234743841954,0.0882455165804555,0.0852068308900233
317332,TRUE,anatfunc_ifj_L,tdic,r,congruency,-0.0159638244277637,-0.064471881162394,-0.0614643955444064
346945,TRUE,anatfunc_ifj_L,tdic,r,target,0.00520210054106824,0.157768729928922,0.161610222622037
346945,TRUE,anatfunc_ifj_L,tdic,r,distractor,-0.000982715726058307,-0.0298036938650868,-0.0309212522850322
346945,TRUE,anatfunc_ifj_L,tdic,r,incongruency,0.00970729983738677,0.366157759818735,0.357402349738426
346945,TRUE,anatfunc_ifj_L,tdic,r,congruency,-0.000489804910166319,-0.00809379379698262,-0.00833707045840953
352738,TRUE,anatfunc_ifj_L,tdic,r,target,0.0240442839558211,0.0539736877732924,0.0524881046603179
352738,TRUE,anatfunc_ifj_L,tdic,r,distractor,0.0415141582983262,0.093189392634104,0.0903781315849344
352738,TRUE,anatfunc_ifj_L,tdic,r,incongruency,0.0738139801942443,0.206080300273398,0.198059293565975
352738,TRUE,anatfunc_ifj_L,tdic,r,congruency,0.0838981166910744,0.102614626747179,0.0986833386070059
393550,FALSE,anatfunc_ifj_L,tdic,r,target,0.00320748856705083,0.014700879269991,0.0140097289732013
393550,FALSE,anatfunc_ifj_L,tdic,r,distractor,0.00727918112754826,0.0333626638734601,0.0317812026542917
393550,FALSE,anatfunc_ifj_L,tdic,r,incongruency,0.0046618609243406,0.0265745009472178,0.0254931552707139
393550,FALSE,anatfunc_ifj_L,tdic,r,congruency,-0.00958685974157146,-0.0239409500758131,-0.0226381453987133
448347,TRUE,anatfunc_ifj_L,tdic,r,target,0.0351327331122371,0.123416251205287,0.117539016577514
448347,TRUE,anatfunc_ifj_L,tdic,r,distractor,-0.000340709135951947,-0.0011968623157284,-0.00114782189693117
448347,TRUE,anatfunc_ifj_L,tdic,r,incongruency,0.00034387902096599,0.00150242812842902,0.00145075622982423
448347,TRUE,anatfunc_ifj_L,tdic,r,congruency,0.00323030403690387,0.00618287729430028,0.00588430855375127
